lat;lng;name;portsCount;portsComment
50.437879;30.522919;TOKA #615 Palace of Sports (Спортивна площа, 1, м. Київ);4;\n        \n         CCS 2/CCS 1 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
50.411775;30.605387;TOKA #1000 NOVUS Fast Charger (вулиця Здолбунівська, 7г, Київ);4;\n        \n         CCS 2 - невідомий - 16.99 ₴/⚡ Type 2 Plug - невідомий - 12.99 ₴/⚡ Type 1 - невідомий - 12.99 ₴/⚡ GB/T DC - невідомий - 16.99 ₴/⚡
50.067683;25.163835;TOKA #582 OKKO Gas Station Fast Charger (вул. Березова, 1-А, Броди, Львівська обл.);3;\n        \n         CCS 2/GBT DC - вільний - 16.99 ₴/⚡ CCS 2/GBT DC - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.067613;25.163626;TOKA #575 OKKO Gas Station Fast Charger (вул. Березова, 1-А, Броди, Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.043537;23.51047;TOKA #581 OKKO Gas Station Fast Charger (вул. Героїв Маківки, 10, Сколе , Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.229753;30.64161;FASTER #586 Tandyr restaurant (Київська область, смт. Козин, вул. Київська, буд. 11-д);3;\n        \n         Type 2 - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
48.939224;24.721958;TOKA #588 Сar wash 24/7 (м. Івано Франківськ  вул. Максимовича 10);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2/CCS 1 - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ GB/T AC - відключений - 12.99 ₴/⚡
50.410328;30.545334;TOKA #516 Lypky (Lypky);1;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡
48.35171;24.443831;TOKA #590 Stara Pravda (вул. Подина 62A, Поляниця, Івано-Франківська обл.);2;\n        \n         Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.437987;30.621245;TOKA #591 Comfort Town - Novus (м. Київ вул. Регенераторна, 4а);3;\n        \n         Type 2 - вільний - 10.50 ₴/⚡ Type 1 - зайнятий - 10.50 ₴/⚡ Type 1 - зайнятий - 10.50 ₴/⚡
50.43226;30.620518;TOKA #592 Сomfort Town Reg4/korp15 [тільки для мешканців] (м. Київ вул. Регенераторна,4 корпус 15);3;\n        \n         Type 2 - вільний - 10.50 ₴/⚡ Type 1 - вільний - 10.50 ₴/⚡ Type 1 - вільний - 10.50 ₴/⚡
47.97641;33.140558;TOKA #593 Bokovenka (Кудашівка, Дніпропетровська область, Україна);3;\n        \n         Type 2 - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡
50.518647;30.238345;FASTER #594 EKO-market (м. Ірпінь, вул. Соборна, 105);3;\n        \n         Type 2 - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
50.49957;30.609304;TOKA #984 EKO-market (вул. Миколи Закревського 12, м. Київ);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.475543;30.506728;FASTER #597 TIP TOP tire service (м. Київ, вул Межигірська 78);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
48.621018;22.512327;FASTER #598 Bogolvar hotel  ( Закарпатська область, с. Анталовці, вул. Миру, 17-А);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.419308;30.426562;TOKA #599 Aerostar (Відрадний проспект, 95, Київ);2;\n        \n         Type 2 Plug - зайнятий - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡
50.408674;30.544449;TOKA #505 Lypky (Lypky);1;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡
50.41955;29.842176;TOKA #574 OKKO Gas Station Fast Charger (вул. Київська, 50-52, Калинівка, Київська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.41791;29.841186;TOKA #569 OKKO Gas Station Fast Charger (вул. Київська, 3-В, Калинівка, Київська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.417993;29.84066;TOKA #573 OKKO Gas Station Fast Charger (вул. Київська, 3-В, Калинівка, Київська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
48.349098;24.434761;TOKA #604 DIAMOND RESORT (вул. Стаїще, 377, Буковель, Івано-Франківська обл.);2;\n        \n         Type 2 Plug - зайнятий - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
48.319546;24.470849;TOKA #605 Skogur Home & Resort (Івано-Франківська область, с. Яблуниця);2;\n        \n         Type 2 Plug - вільний - 17.99 ₴/⚡ Type 1 - вільний - 17.99 ₴/⚡
50.486912;30.585402;TOKA #1010 Silpo Rayduzhna (м. Київ, вул. Райдужна, 15);3;\n        \n         CCS 2 - вільний - 15.99 ₴/⚡ GB/T DC - відключений - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.317903;31.035645;TOKA #576 OKKO Gas Station Fast Charger (Бориспільський р-н, с/р Іванківська, а/д Київ-Харків-Довжанський, 45 км+250 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.318004;31.035402;TOKA #579 OKKO Gas Station Fast Charger (Бориспільський р-н, с/р Іванківська, а/д Київ-Харків-Довжанський, 45 км+250 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.320231;31.034836;TOKA #571 OKKO Gas Station Fast Charger (Бориспільський р-н, с/р Іванківська, а/д Київ-Харків-Довжанський, 45 км+20 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.430986;30.413218;TOKA #607 Svoi Arena (бульвар Вацлава Гавела, 26, Київ);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
50.6218;26.203188;TOKA #2031 Epicentr Fast Charger (м. Рівне, вул. Кулика і Гудачека (Макарова),  17);4;\n        \n         CHAdeMO - вільний - 16.89 ₴/⚡ CCS 2 - вільний - 16.89 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.89 ₴/⚡
46.573748;30.573871;TOKA #1031 OKKO Gas Station Fast Charger (Біляївський р-н, с/р Нерубайська, автодорога Київ-Одеса 454 км, 2);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
46.575002;30.575552;TOKA #570 OKKO Gas Station Fast Charger (Біляївський р-н, с/р Нерубайська, автодорога Київ-Одеса 454 км, 1);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.835751;24.068788;TOKA #616 [JBE] OKKO Gas Station (м. Львів, вул. Личаківська, 152-Б);4;\n        \n         CHAdeMO - відключений - 15.99 ₴/⚡ CCS 2/CCS 1 - вільний - 15.99 ₴/⚡ Type 2 Plug - відключений - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.495134;30.425697;FASTER #614 NOVUS Fast Charger (м. Київ, вул вулиця Івана Кавалерідзе, 1А);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
50.412394;30.544407;TOKA #506 Lypky (Lypky);1;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡
49.813525;24.048454;TOKA #619 Eco Status, лікарня Святого Луки. (м. Львів, вул. Навроцького, 23);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.873371;24.039073;TOKA #620 Eco Status, лікарня Святого Пантелеймона. (вул. Івана Миколайчука, 9, м. Львів);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
50.410837;30.54533;TOKA #507 Lypky (Lypky);2;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
48.470844;34.016146;TOKA #617 Electric car charging (вул. Молодіжна, 48Б, Вільногірськ, Дніпропетровська обл.);1;\n        \n         Type 1 - вільний - 12.99 ₴/⚡
48.882238;24.630735;TOKA #621 STO Avto-Karolina (вул. Миру, 71, Драгомирчани, Івано-Франківська обл.);3;\n        \n         GB/T AC - вільний - 17.99 ₴/⚡ Type 1 - вільний - 17.99 ₴/⚡ Type 2 Plug - вільний - 17.99 ₴/⚡
48.964582;30.384804;TOKA #624 Aquadar (Черкаська обл.  смт. Маньківка, вул. Лісова, буд. 1);2;\n        \n         Type 2 - зайнятий - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
50.421472;29.882292;TOKA #626 T-79 Station (Київська область, село Копилів , вул. Копилівська 3);2;\n        \n         Type 2 - невідомий - 12.99 ₴/⚡ Type 1 - невідомий - 12.99 ₴/⚡
49.535845;30.798382;TOKA #627 GONCHARI (Київська область, Богуславський район, с.Дибинці, вул. Ланок, 45);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.381164;30.919459;TOKA #1015 4kolesa (вул. Друга Запорізька, 1 масив Промінь Пристоличної с/р, Бориспільського р-ну Київської обл.);4;\n        \n         CHAdeMO - вільний - 17.99 ₴/⚡ CCS 2 - вільний - 17.99 ₴/⚡ Type 2 - вільний - 14.49 ₴/⚡ GB/T DC - вільний - 17.99 ₴/⚡
49.756292;24.015869;TOKA #630 Sonjachnuy Maydan (Львівська область, Солонка, вул..Орлика, 1Б);1;\n        \n         Type 1 - вільний - 10.99 ₴/⚡
49.756263;24.015878;TOKA #631 Sonjachnuy Maydan (Львівська область, Солонка, вул..Орлика, 1Б);1;\n        \n         Type 2 Plug - вільний - 10.99 ₴/⚡
49.574606;25.638074;TOKA #632 KomfortMD (вул. Текстильна, 28-В, м, Тернопіль);4;\n        \n         CHAdeMO - вільний - 15.50 ₴/⚡ CCS 2 - вільний - 15.50 ₴/⚡ Type 2 Plug - зайнятий - 11.99 ₴/⚡ Type 1 - зайнятий - 11.99 ₴/⚡
47.932859;33.318854;TOKA #634 Fast Charger (вул. Окружна, 127, Кривий Ріг);4;\n        \n         CHAdeMO - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 - вільний - 14.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
46.476809;30.764765;TOKA #622 NEMO (м. Одеса, Пляж Ланжерон, 1);3;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡ GB/T AC - вільний - 14.99 ₴/⚡
50.470811;30.478261;TOKA #2009 Promenada Fast Charger (вул. Багговутівська, 17-21, м. Київ);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
49.82958;23.9486;TOKA #635 Kurmanovycha 120kW (вулиця Генерала Курмановича, 2а, Львів);4;\n        \n         CHAdeMO - вільний - 18.49 ₴/⚡ CCS 2 - вільний - 18.49 ₴/⚡ Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - зайнятий - 14.99 ₴/⚡
50.466406;30.654094;TOKA #1005 NOVUS Fast Charger (м. Київ, просп. Броварський, 18-Д);4;\n        \n         CHAdeMO - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
46.414848;30.713301;TOKA #657 City Center Fast Charger (м. Одеса, просп. Небесної сотні, 2);4;\n        \n         CHAdeMO - невідомий - 17.99 ₴/⚡ CCS 2 - невідомий - 18.99 ₴/⚡ Type 2 Plug - невідомий - 15.99 ₴/⚡ GB/T DC - невідомий - 18.99 ₴/⚡
50.444577;30.453862;TOKA #638 EVoltiq Lagoda (м. Київ, вул. Польова, 21);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
50.621663;26.20324;TOKA #1073 Epicentr (м. Рівне, вул. Кулика і Гудачека (Макарова),  17);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
50.621739;26.203204;TOKA #1071 Epicentr (м. Рівне, вул. Кулика і Гудачека (Макарова),  17);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
50.83918;24.335719;TOKA #641 Avtomyyka ( вул. Привокзальна 7, Володимир, Волинська обл.);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
49.178236;26.573609;TOKA #642 Epicentr Fast Charger (Хмельницька обл., м. Городок, вул. Шевченка, 39/15);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 - вільний - 11.99 ₴/⚡ GB/T DC - вільний - 15.99 ₴/⚡
49.771195;24.002292;TOKA #2034 Epicentr Fast Charger (Львівська обл., с. Сокільники, вул. Зубрівська, 27);4;\n        \n         CCS 2 - вільний - 16.49 ₴/⚡ Type 2 Plug - вільний - 16.49 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.49 ₴/⚡
50.371275;30.449033;TOKA #645 Respublika [тільки для мешканців] (вул.Теремківська, 4а, Київ);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
49.437834;32.011457;TOKA #939 VIP MYYKA (вул. Ярославська, 7, Черкаси);3;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡ GB/T AC - вільний - 14.99 ₴/⚡
50.270524;28.700018;TOKA #2033 Epicentr Fast Charger (м. Житомир, Київське шосе, 4/2);4;\n        \n         CHAdeMO - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
48.734218;30.171839;TOKA #2025 Umanpivo Fast Charger (Умань, вул. Дерев'янка, 21);4;\n        \n         CHAdeMO - вільний - 17.99 ₴/⚡ CCS 2 - вільний - 17.99 ₴/⚡ Type 2 - вільний - 13.99 ₴/⚡ GB/T DC - вільний - 17.99 ₴/⚡
49.864276;24.05367;TOKA #1075 Epicentr (м. Львів, вул. Богдана Хмельницького, 188-А);3;\n        \n         Type 2 Plug - вільний - 11.99 ₴/⚡ GB/T AC - вільний - 11.99 ₴/⚡ Type 1 - вільний - 11.99 ₴/⚡
49.864165;24.053589;TOKA #1077 Epicentr (м. Львів, вул. Богдана Хмельницького, 188-А );3;\n        \n         Type 2 Plug - вільний - 11.99 ₴/⚡ GB/T AC - вільний - 11.99 ₴/⚡ Type 1 - вільний - 11.99 ₴/⚡
49.864336;24.053735;TOKA #2032 Epicentr Fast Charger (м. Львів, вул. Богдана Хмельницького, 188-А);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 - вільний - 11.99 ₴/⚡ GB/T DC - вільний - 15.99 ₴/⚡
50.270641;28.700198;TOKA #1078 Epicentr (м. Житомир, Київське шосе, 4/2);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
50.270732;28.700325;TOKA #1079 Epicentr  (м. Житомир, Київське шосе, 4/2);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
50.449251;30.425892;TOKA #665 MAXenergy (м. Київ вул. Машинобудівна, 44);2;\n        \n         Type 2 Plug - вільний - 13.99 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡
50.449257;30.425843;TOKA #666 MAXenergy (м. Київ вул. Машинобудівна, 44);3;\n        \n         Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ GB/T AC - вільний - 13.99 ₴/⚡
48.320709;25.907551;TOKA #668 OKKO Gas Station (м. Чернівці, вул. Галицький шлях, 46-М);1;\n        \n         Type 2/Type 1 - невідомий - 15.99 ₴/⚡
49.437859;32.011394;TOKA #942 VIP MYYKA Fast Charger (вул. Ярославська, 7, Черкаси);4;\n        \n         CHAdeMO - вільний - 15.49 ₴/⚡ CCS 2 - вільний - 15.49 ₴/⚡ Type 2 - вільний - 15.49 ₴/⚡ GB/T DC - вільний - 15.49 ₴/⚡
48.567828;30.232392;TOKA #578 OKKO Gas Station Fast Charger (Уманський р-н, с/р Ладижинська, а/д Київ-Одеса 226 км+310 м (ліворуч));3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
48.565787;30.231044;TOKA #572 OKKO Gas Station Fast Charger (Уманський р-н, с/р Фурманська, а/д Київ-Одеса, 226 км+700 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.465029;30.610026;TOKA #674 Artemida (Дарницький бульвар, 8-В м. Київ);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡
50.471864;30.398146;TOKA #675 Fayna Town (м. Київ, вул. Салютна, 2);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.436064;30.499814;TOKA #676 ();3;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
49.715853;23.904701;TOKA #677 Eco Status, готель Злата . (Львівська область, м. Пустомити вул. Грушевського 11);3;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ GB/T AC - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.785117;24.024086;TOKA #679 AZUZ-Kreator (м. Львів, вул. Стрийська 115);3;\n        \n         Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - зайнятий - 13.99 ₴/⚡ GB/T AC - вільний - 13.99 ₴/⚡
49.838778;24.034388;TOKA #1144 Eco Status, ТЦ Роксолана. (м.Львів, Соборна площа, 14);2;\n        \n         Type 1 - вільний - 15.99 ₴/⚡ GB/T AC - вільний - 15.99 ₴/⚡
49.021019;33.641397;TOKA #10001 ELTIS TEST ();3;\n        \n         CCS 2 - невідомий - 0.00 ₴/⚡ GB/T DC - невідомий - 0.00 ₴/⚡ CHAdeMO - невідомий - 0.00 ₴/⚡
50.431788;30.392692;TOKA #2074 OKKO Gas Station Fast Charger (м. Київ, пр-т. Леся Курбаса, 2-Ж);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 15.99 ₴/⚡
50.451201;30.531616;TOKA #723 Dynamo Fast Charger (вул. Михайла Грушевського, 3, м. Київ);4;\n        \n         CHAdeMO - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 17.99 ₴/⚡ Type 2 - вільний - 13.99 ₴/⚡ GB/T DC - відключений - 17.99 ₴/⚡
46.467105;30.737205;TOKA #701 Starosennaia-2 (м. Одеса, площа Старосінна 1-А);2;\n        \n         Type 2 - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
50.557101;30.274457;TOKA #684 KavaINN (провулок Сонячний, 1, м. Гостомель, Київська обл.);4;\n        \n         CHAdeMO - невідомий - 15.99 ₴/⚡ CCS 2 - невідомий - 15.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡ GB/T DC - невідомий - 15.99 ₴/⚡
46.466819;30.739277;TOKA #702 Starosennaia (м. Одеса, площа Старосінна 1-А);2;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
50.454617;30.37793;TOKA #508 Lypky - Lvivska (Lypky);4;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - зайнятий - 8.88 ₴/⚡ Type 2 Plug - зайнятий - 8.88 ₴/⚡
50.435761;30.478478;TOKA #644 EVoltiq Malahit (вул. Богданівська, 7-Г, м. Київ);3;\n        \n         Type 2 Plug - зайнятий - 12.99 ₴/⚡ GB/T AC - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡
49.351339;23.521068;TOKA #646 Eco Status, магазин Квіточка . (вул. Стрийська 103, м. Дрогобич, Львівська обл.);2;\n        \n         Type 2 Plug - невідомий - 15.99 ₴/⚡ Type 1 - невідомий - 15.99 ₴/⚡
49.356459;23.535262;TOKA #648 Eco Status, митний пост Дрогобич . (вул. Володимира Великого, 66/1, Дрогобич, Львівська обл.);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
49.356448;23.535171;TOKA #649 Eco Status, митний пост Дрогобич. (вул. Володимира Великого, 66/1, Дрогобич, Львівська обл.);1;\n        \n         Type 1 - вільний - 15.99 ₴/⚡
49.233193;23.339061;TOKA #650 Eco Status, готель ДіАнна . (вул. Степана Бандери, 12, Східниця, Львівська обл.);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.832707;23.96271;TOKA #651 Eco Status (м. Львів вул Грузинська,25);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
49.798099;24.034145;TOKA #652 Eco Status, ринок Шувар№1. (вул. Хуторівка, 4Б, м. Львів);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.765529;24.109472;TOKA #654 Eco Status, готель Галицька Корона .УВАГА,Перехідник на GBT та Type1 у адміністратора (вул. Степана Бандери, 86a, Давидів, Львівська обл.);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
49.893672;24.124507;TOKA #655 Eco Status, готель Древній Град.УВАГА,Перехідник GBT у адміністратора готелю. (7км. Траси Львів-Київ, Гамаліївка, Львівська обл.);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.802797;24.905707;TOKA #662 Eco Status, Zolochiv castle (вул. В'ячеслава Чорновола, 5, Золочів, Львівська обл.);1;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡
50.41328;30.547382;TOKA #509 Lypky (Lypky);1;\n        \n         Type 2 Plug - зайнятий - 8.88 ₴/⚡
50.493457;30.468287;TOKA #722 Lider billiards (вул. Семена Скляренка, 5, Київ);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.450869;30.533162;TOKA #725 Dynamo (вул. Михайла Грушевського, 3, м. Київ);3;\n        \n         GB/T AC - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡
49.798629;22.958263;TOKA #671  Eco Status, готель Світлиця,УВАГА,Перехідник на Type1 у адміністратора закладу. (вул. Дружби 173, с. Шегині, Львівська обл.);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
48.621701;22.308682;TOKA #697  Aqua Lux MOECO Energy (м. Ужгород, Підградська, 28);2;\n        \n         Type 2 Plug - невідомий - 14.99 ₴/⚡ Type 1 - невідомий - 14.99 ₴/⚡
49.870306;24.02317;TOKA #726 Eco Status, СТРЦ Спартак. (м. Львів вул. Гетьмана Мазепи 1Б);3;\n        \n         GB/T AC - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡ Type 2 Plug - зайнятий - 15.99 ₴/⚡
49.224062;23.81178;TOKA #681  Eco Status, готель Dalim (вул. Шевченка, 261ж, Дуліби, Львівська обл.);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
48.859777;23.462744;TOKA #685 Eco Status, готель Смерекова хата .УВАГА,Перехідники  на GBT та Type1  знаходяться у адміністратора готелю. (вул. Івана Франка, 57Б, Славське, Львівська обл.);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
48.714725;23.18962;TOKA #687 Eco Status, піцерія *Гранд*, Перехідник з Т2 на GBT знаходиться у адміністратора . (вул. Пушкіна, 15, Воловець, Закарпатська обл.);1;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡
48.645657;22.275027;TOKA #688 Eco Status, готель Прага . (вул. Верховинська 38, м. Ужгород);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
48.665464;25.502775;TOKA #729 Hotel De Luxe (Івано-Франківська обл., м.Городенка, вул. Шевченка, 44а);3;\n        \n         GB/T AC - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
50.398412;30.304813;TOKA #730 KLO (Київська обл., с. Святопетрівське, вул. Зоряна, 20);4;\n        \n         CCS 2 - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡ GB/T DC - вільний - 0.00 ₴/⚡
